Product_ID,Product_Name,Category,Sub_Category,Brand,Gender,Size_Available,Color,Texture,Material_Quality,Trend_Tag,Price,Discount_Percent,Accessories_Match,Brand_Ambassador,Season,Launch_Year,In_Stock,Ratings
MTR10141,Basic Sandals,Winterwear,Scarves,Biba,Unisex,"S, M, L, XL",Yellow,Soft,Standard,Boho,5504,10%,Watch,Ranveer Singh,All Season,2024,Yes,3.8
MTR10142,Formal Hoodies,Footwear,T-Shirt,Levi’s,Unisex,UK 6–11,Yellow,Matte,Eco-Friendly,Athleisure,2516,15%,Silver Jhumkas,Virat Kohli,Summer,2025,Yes,3.9
MTR10143,Graphic Kurtis,Footwear,Tracks,Roadster,Unisex,"M, L, XL",Navy Blue,Glossy,Standard,Minimalist,2973,30%,Watch,Kareena Kapoor,All Season,2024,No,3.7
MTR10144,Sporty Blazers,Footwear,Blazers,Adidas,Men,"S, M, L, XL",Pastel Green,Soft,Eco-Friendly,Athleisure,771,25%,Watch,Kareena Kapoor,Winter,2024,Yes,5.0
MTR10145,Formal Tracks,Accessories,Scarves,Levi’s,Unisex,"XS, S, M, L",Beige,Rough,Recycled,Y2K,3258,10%,Sunglasses,Ranveer Singh,Summer,2024,No,4.3
MTR10146,Formal Jeans,Ethnic,Shirts,Puma,Men,"S, M, L, XL",Olive,Ribbed,Standard,Retro,4079,15%,Silver Jhumkas,Kiara Advani,All Season,2024,Yes,4.8
MTR10147,Graphic Tracks,Topwear,Tracks,Roadster,Unisex,Free Size,Beige,Matte,Premium,Y2K,4843,20%,Sports Socks,Virat Kohli,All Season,2024,Yes,4.4
MTR10148,Sporty Sandals,Bottomwear,Tracks,Levi’s,Unisex,"M, L, XL",Grey,Textured,Recycled,Retro,4516,20%,Leather Belt,Kareena Kapoor,Winter,2024,Yes,4.9
MTR10149,Floral Scarves,Footwear,Tracks,Allen Solly,Women,"M, L, XL",Black,Matte,Premium,Y2K,2560,30%,Watch,Ranveer Singh,Summer,2025,No,4.6
MTR10150,Formal Hoodies,Topwear,Kurtis,Allen Solly,Men,Free Size,Beige,Textured,Eco-Friendly,Boho,2510,15%,Leather Belt,Kiara Advani,Winter,2024,Yes,4.6
MTR10151,Casual Jeans,Ethnic,Shirts,Puma,Women,"M, L, XL",Pastel Green,Ribbed,Premium,Athleisure,4211,10%,Sports Socks,Kiara Advani,Winter,2025,Yes,4.7
MTR10152,Basic Shirts,Winterwear,Kurtis,Levi’s,Unisex,"M, L, XL",Red,Textured,Eco-Friendly,Athleisure,5170,15%,Silver Jhumkas,Kareena Kapoor,Summer,2023,No,4.5
MTR10153,Printed Blazers,Topwear,Jeans,U.S. Polo Assn.,Women,Free Size,Yellow,Textured,Recycled,Athleisure,1997,25%,Sports Socks,Kareena Kapoor,All Season,2023,Yes,4.0
MTR10154,Casual Scarves,Accessories,Sandals,U.S. Polo Assn.,Men,"M, L, XL",Grey,Glossy,Standard,Y2K,5157,10%,Sports Socks,Kareena Kapoor,All Season,2023,No,4.4
MTR10155,Printed T-Shirt,Bottomwear,Jeans,Allen Solly,Women,"M, L, XL",Pink,Smooth,Eco-Friendly,Retro,4387,30%,Cap,Deepika Padukone,All Season,2024,No,4.3
MTR10156,Printed Jeans,Bottomwear,Tracks,Roadster,Unisex,"XS, S, M, L",Black,Textured,Eco-Friendly,Y2K,2094,30%,Sports Socks,Kareena Kapoor,All Season,2025,Yes,3.8
MTR10157,Formal Blazers,Bottomwear,Shirts,Nike,Women,UK 6–11,Red,Textured,Premium,Boho,2077,20%,Cap,Virat Kohli,All Season,2024,No,3.8
MTR10158,Formal Blazers,Winterwear,Sneakers,Roadster,Unisex,"S, M, L, XL",Yellow,Soft,Recycled,Retro,5042,10%,Cap,Kareena Kapoor,Winter,2024,No,4.2
MTR10159,Sporty T-Shirt,Winterwear,Shirts,Biba,Women,Free Size,Pink,Rough,Standard,Athleisure,3366,25%,Sports Socks,None,Summer,2024,Yes,4.9
MTR10160,Formal Scarves,Winterwear,Sneakers,Zara,Women,UK 6–11,Black,Glossy,Standard,Retro,2699,25%,Silver Jhumkas,Kiara Advani,Winter,2025,Yes,3.7
MTR10161,Slim Fit Hoodies,Bottomwear,Shirts,Roadster,Women,UK 6–11,Pastel Green,Soft,Premium,Minimalist,5515,25%,Watch,Virat Kohli,All Season,2024,Yes,3.6
MTR10162,Basic Sneakers,Ethnic,Jeans,Biba,Women,"XS, S, M, L",Red,Glossy,Premium,Minimalist,3457,10%,Silver Jhumkas,Deepika Padukone,All Season,2024,Yes,4.3
MTR10163,Slim Fit Jeans,Bottomwear,Shirts,U.S. Polo Assn.,Unisex,"S, M, L, XL",Red,Textured,Eco-Friendly,Y2K,5914,25%,Silver Jhumkas,Deepika Padukone,Summer,2025,Yes,3.7
MTR10164,Slim Fit Blazers,Topwear,Sneakers,Allen Solly,Unisex,Free Size,Beige,Textured,Premium,Retro,553,30%,Statement Brooch,Kiara Advani,Summer,2023,Yes,4.2
MTR10165,Slim Fit Sandals,Bottomwear,Tracks,Zara,Unisex,Free Size,Navy Blue,Glossy,Eco-Friendly,Retro,3425,30%,Sunglasses,Deepika Padukone,All Season,2023,No,4.9
MTR10166,Graphic Hoodies,Ethnic,Hoodies,H&M,Men,"M, L, XL",White,Rough,Premium,Boho,1465,20%,Sunglasses,Virat Kohli,Winter,2024,Yes,4.9
MTR10167,Casual Hoodies,Topwear,Scarves,Zara,Men,UK 6–11,Pastel Green,Ribbed,Eco-Friendly,Minimalist,5021,20%,Statement Brooch,Virat Kohli,All Season,2023,Yes,4.5
MTR10168,Floral Sneakers,Winterwear,Tracks,H&M,Women,"S, M, L, XL",Yellow,Ribbed,Eco-Friendly,Streetwear,1951,25%,Statement Brooch,Kiara Advani,Winter,2024,No,4.8
MTR10169,Formal Kurtis,Accessories,Scarves,Puma,Men,UK 6–11,Black,Ribbed,Standard,Athleisure,3966,20%,Silver Jhumkas,Virat Kohli,Winter,2025,No,4.8
MTR10170,Floral Hoodies,Ethnic,Blazers,H&M,Unisex,"XS, S, M, L",Olive,Soft,Recycled,Retro,1619,25%,Sunglasses,Deepika Padukone,Winter,2023,Yes,4.9
MTR10171,Sporty Sandals,Footwear,Scarves,Puma,Women,UK 6–11,Beige,Matte,Standard,Athleisure,2826,20%,Cap,None,Winter,2023,No,4.6
MTR10172,Casual Hoodies,Bottomwear,Sandals,Zara,Unisex,"XS, S, M, L",Navy Blue,Textured,Recycled,Athleisure,3096,20%,Cap,Kareena Kapoor,Winter,2023,No,3.7
MTR10173,Graphic T-Shirt,Bottomwear,Hoodies,Biba,Men,UK 6–11,Navy Blue,Soft,Recycled,Y2K,5015,15%,Watch,Ranveer Singh,All Season,2023,No,4.2
MTR10174,Slim Fit T-Shirt,Topwear,Tracks,Zara,Men,"XS, S, M, L",Yellow,Soft,Recycled,Boho,5497,20%,Sports Socks,None,All Season,2023,Yes,3.7
MTR10175,Slim Fit Hoodies,Topwear,T-Shirt,Nike,Unisex,UK 6–11,Grey,Glossy,Standard,Minimalist,2860,10%,Leather Belt,Ranveer Singh,All Season,2024,No,3.6
MTR10176,Slim Fit Kurtis,Accessories,Kurtis,Biba,Men,"XS, S, M, L",White,Textured,Eco-Friendly,Athleisure,1958,20%,Leather Belt,Deepika Padukone,Winter,2023,Yes,4.4
MTR10177,Floral Kurtis,Bottomwear,Tracks,Zara,Men,UK 6–11,Yellow,Glossy,Eco-Friendly,Boho,661,15%,Sports Socks,Virat Kohli,Winter,2023,Yes,4.9
MTR10178,Sporty Shirts,Footwear,Sneakers,U.S. Polo Assn.,Men,"XS, S, M, L",Black,Textured,Premium,Streetwear,2901,15%,Silver Jhumkas,Ranveer Singh,All Season,2025,Yes,4.0
MTR10179,Basic T-Shirt,Ethnic,Sandals,Adidas,Men,UK 6–11,Beige,Smooth,Standard,Boho,1113,30%,Leather Belt,Kareena Kapoor,Summer,2025,No,4.7
MTR10180,Slim Fit Sneakers,Bottomwear,Sneakers,Biba,Men,"M, L, XL",White,Ribbed,Premium,Retro,5422,10%,Statement Brooch,Virat Kohli,Summer,2023,Yes,4.1
MTR10181,Printed Sandals,Ethnic,Jeans,Zara,Women,Free Size,Olive,Soft,Standard,Retro,977,25%,Sunglasses,Ranveer Singh,Winter,2023,Yes,4.9
MTR10182,Slim Fit Tracks,Footwear,Sneakers,Nike,Unisex,"S, M, L, XL",Olive,Matte,Eco-Friendly,Streetwear,4899,10%,Sports Socks,Ranveer Singh,Summer,2024,Yes,4.5
MTR10183,Graphic Kurtis,Accessories,Jeans,Biba,Unisex,"XS, S, M, L",Red,Rough,Premium,Retro,2056,20%,Statement Brooch,Virat Kohli,All Season,2024,No,3.6
MTR10184,Formal Shirts,Footwear,Kurtis,Puma,Men,Free Size,Navy Blue,Matte,Premium,Minimalist,5481,30%,Statement Brooch,Virat Kohli,Winter,2025,No,4.6
MTR10185,Sporty Hoodies,Bottomwear,T-Shirt,Biba,Unisex,"XS, S, M, L",Beige,Textured,Recycled,Minimalist,5624,10%,Sports Socks,Ranveer Singh,All Season,2023,No,4.4
MTR10186,Formal Hoodies,Ethnic,Scarves,Adidas,Men,"S, M, L, XL",Pastel Green,Textured,Eco-Friendly,Streetwear,825,30%,Sports Socks,None,Winter,2025,Yes,4.9
MTR10187,Basic Sneakers,Topwear,Shirts,Biba,Women,UK 6–11,Pink,Smooth,Premium,Streetwear,2014,30%,Watch,Virat Kohli,All Season,2023,No,4.0
MTR10188,Slim Fit Hoodies,Footwear,Scarves,Nike,Unisex,UK 6–11,Beige,Rough,Standard,Minimalist,4506,10%,Statement Brooch,Virat Kohli,Summer,2023,No,4.3
MTR10189,Graphic Tracks,Accessories,T-Shirt,Nike,Women,"S, M, L, XL",Red,Rough,Eco-Friendly,Streetwear,4166,10%,Sports Socks,Deepika Padukone,All Season,2025,Yes,3.8
MTR10190,Basic Hoodies,Bottomwear,Kurtis,Zara,Women,"S, M, L, XL",Red,Soft,Recycled,Y2K,2474,30%,Sunglasses,Virat Kohli,Winter,2023,Yes,3.7
MTR10191,Graphic Sneakers,Topwear,Blazers,U.S. Polo Assn.,Unisex,"S, M, L, XL",White,Ribbed,Premium,Y2K,3500,25%,Watch,None,Summer,2025,Yes,4.2
MTR10192,Formal T-Shirt,Winterwear,Sandals,H&M,Men,"XS, S, M, L",Black,Smooth,Eco-Friendly,Athleisure,5730,25%,Silver Jhumkas,Kareena Kapoor,Summer,2025,No,4.8
MTR10193,Floral Sneakers,Bottomwear,Shirts,Roadster,Women,"S, M, L, XL",Navy Blue,Glossy,Recycled,Retro,591,25%,Silver Jhumkas,Virat Kohli,Winter,2024,Yes,4.6
MTR10194,Basic Scarves,Accessories,Kurtis,Nike,Women,UK 6–11,Yellow,Ribbed,Standard,Minimalist,572,20%,Statement Brooch,None,Winter,2023,Yes,4.9
MTR10195,Sporty Blazers,Accessories,Sneakers,U.S. Polo Assn.,Men,UK 6–11,Beige,Textured,Standard,Y2K,5145,10%,Watch,None,Summer,2025,No,5.0
MTR10196,Graphic Sandals,Bottomwear,Blazers,U.S. Polo Assn.,Women,"XS, S, M, L",Yellow,Textured,Eco-Friendly,Y2K,2439,15%,Sports Socks,Kiara Advani,All Season,2024,Yes,3.7
MTR10197,Basic Scarves,Bottomwear,Sandals,H&M,Women,"M, L, XL",Navy Blue,Matte,Premium,Y2K,5345,25%,Statement Brooch,Ranveer Singh,Summer,2024,No,4.6
MTR10198,Sporty Scarves,Topwear,Shirts,Allen Solly,Men,Free Size,Pink,Smooth,Eco-Friendly,Y2K,3150,30%,Watch,Virat Kohli,Winter,2024,Yes,3.9
MTR10199,Formal Scarves,Topwear,Hoodies,Levi’s,Men,Free Size,Grey,Glossy,Standard,Streetwear,2941,10%,Cap,Virat Kohli,Summer,2024,No,4.5
MTR10200,Graphic Hoodies,Bottomwear,Tracks,Roadster,Women,"XS, S, M, L",White,Matte,Eco-Friendly,Retro,2740,15%,Sunglasses,Kiara Advani,Summer,2025,No,4.3
MTR10201,Basic Shirts,Bottomwear,Sandals,Roadster,Men,"M, L, XL",Navy Blue,Rough,Standard,Y2K,2662,20%,Watch,Ranveer Singh,All Season,2024,No,4.2
MTR10202,Casual Blazers,Topwear,Scarves,Roadster,Men,"XS, S, M, L",Black,Rough,Standard,Streetwear,5197,25%,Cap,Virat Kohli,Summer,2023,No,4.0
MTR10203,Floral Hoodies,Winterwear,Scarves,Biba,Women,Free Size,Pink,Soft,Recycled,Athleisure,5468,15%,Statement Brooch,Ranveer Singh,Summer,2025,Yes,3.5
MTR10204,Slim Fit Sandals,Ethnic,Kurtis,Biba,Women,"XS, S, M, L",Navy Blue,Matte,Standard,Streetwear,3859,10%,Watch,Virat Kohli,All Season,2025,Yes,4.8
MTR10205,Sporty Jeans,Winterwear,T-Shirt,Biba,Women,"M, L, XL",Pastel Green,Smooth,Standard,Minimalist,1100,30%,Watch,Kareena Kapoor,All Season,2025,No,3.8
MTR10206,Floral Sneakers,Bottomwear,Hoodies,Biba,Women,"XS, S, M, L",Navy Blue,Glossy,Premium,Minimalist,2473,10%,Silver Jhumkas,Ranveer Singh,All Season,2025,Yes,4.2
MTR10207,Formal Jeans,Ethnic,Kurtis,H&M,Women,Free Size,Red,Soft,Eco-Friendly,Athleisure,3170,20%,Watch,Virat Kohli,All Season,2025,No,4.1
MTR10208,Formal T-Shirt,Winterwear,Blazers,H&M,Men,"XS, S, M, L",Grey,Soft,Eco-Friendly,Athleisure,1382,10%,Leather Belt,Ranveer Singh,All Season,2023,No,3.9
MTR10209,Formal Scarves,Topwear,Sandals,Levi’s,Men,Free Size,Olive,Ribbed,Recycled,Minimalist,2194,30%,Sports Socks,Deepika Padukone,Summer,2023,Yes,4.8
MTR10210,Floral Hoodies,Ethnic,Scarves,Levi’s,Women,"S, M, L, XL",White,Matte,Standard,Athleisure,2981,20%,Watch,Kiara Advani,Winter,2025,Yes,4.9
MTR10211,Printed Scarves,Ethnic,T-Shirt,Zara,Unisex,"S, M, L, XL",White,Smooth,Recycled,Retro,2321,15%,Leather Belt,Ranveer Singh,Winter,2025,No,4.5
MTR10212,Sporty Kurtis,Topwear,Shirts,Allen Solly,Men,"XS, S, M, L",White,Rough,Premium,Athleisure,1288,10%,Watch,Virat Kohli,All Season,2024,Yes,3.8
MTR10213,Floral Shirts,Accessories,Tracks,Zara,Unisex,"XS, S, M, L",Black,Soft,Eco-Friendly,Streetwear,682,15%,Sunglasses,Deepika Padukone,Summer,2023,No,4.8
MTR10214,Casual T-Shirt,Footwear,Kurtis,Roadster,Women,"M, L, XL",White,Rough,Standard,Y2K,4369,25%,Watch,Deepika Padukone,Summer,2023,Yes,4.2
MTR10215,Floral Kurtis,Accessories,Scarves,Adidas,Women,"XS, S, M, L",Black,Matte,Eco-Friendly,Athleisure,1632,30%,Leather Belt,Ranveer Singh,Winter,2023,No,4.8
MTR10216,Graphic Kurtis,Accessories,Scarves,Puma,Men,"M, L, XL",Olive,Ribbed,Eco-Friendly,Athleisure,5407,15%,Leather Belt,Virat Kohli,Summer,2023,No,4.6
MTR10217,Basic Kurtis,Topwear,Blazers,Levi’s,Women,UK 6–11,White,Textured,Recycled,Y2K,4159,25%,Statement Brooch,None,Summer,2025,No,4.7
MTR10218,Basic Kurtis,Winterwear,Sandals,U.S. Polo Assn.,Men,"S, M, L, XL",Beige,Ribbed,Eco-Friendly,Minimalist,962,10%,Cap,Kareena Kapoor,Summer,2023,Yes,3.9
MTR10219,Slim Fit T-Shirt,Footwear,Jeans,Nike,Men,"S, M, L, XL",Black,Soft,Eco-Friendly,Y2K,2429,10%,Watch,Virat Kohli,Summer,2024,Yes,4.8
MTR10220,Sporty Scarves,Accessories,Jeans,Roadster,Unisex,UK 6–11,Olive,Glossy,Premium,Minimalist,3089,15%,Leather Belt,Virat Kohli,Summer,2024,Yes,4.7
MTR10221,Graphic Jeans,Bottomwear,Blazers,Roadster,Unisex,UK 6–11,Beige,Textured,Eco-Friendly,Streetwear,5636,25%,Cap,Kareena Kapoor,All Season,2023,No,4.9
MTR10222,Floral Shirts,Accessories,T-Shirt,Biba,Unisex,UK 6–11,Pink,Matte,Eco-Friendly,Athleisure,2934,25%,Leather Belt,Virat Kohli,Winter,2025,Yes,3.9
MTR10223,Printed Blazers,Footwear,Kurtis,Adidas,Women,UK 6–11,Pink,Rough,Premium,Retro,5306,10%,Sports Socks,Virat Kohli,All Season,2024,Yes,3.9
MTR10224,Slim Fit Jeans,Ethnic,Tracks,Adidas,Women,"M, L, XL",Red,Textured,Recycled,Boho,771,25%,Sunglasses,Deepika Padukone,All Season,2025,Yes,4.0
MTR10225,Formal Blazers,Footwear,Hoodies,Levi’s,Women,UK 6–11,Black,Rough,Recycled,Y2K,2481,20%,Silver Jhumkas,Ranveer Singh,Winter,2024,No,4.2
MTR10226,Basic Kurtis,Topwear,Shirts,Levi’s,Men,UK 6–11,Grey,Rough,Recycled,Y2K,739,15%,Leather Belt,Ranveer Singh,Winter,2024,Yes,4.8
MTR10227,Printed T-Shirt,Ethnic,Blazers,Allen Solly,Women,UK 6–11,Navy Blue,Smooth,Eco-Friendly,Y2K,1230,10%,Leather Belt,Deepika Padukone,Winter,2023,Yes,4.7
MTR10228,Sporty T-Shirt,Topwear,Sandals,Nike,Men,Free Size,Pink,Smooth,Eco-Friendly,Boho,969,10%,Silver Jhumkas,Virat Kohli,Winter,2023,No,3.6
MTR10229,Casual Sandals,Topwear,Kurtis,Nike,Women,UK 6–11,Pastel Green,Matte,Recycled,Athleisure,5268,10%,Watch,Virat Kohli,All Season,2025,Yes,4.1
MTR10230,Printed Tracks,Bottomwear,Scarves,Levi’s,Unisex,"XS, S, M, L",Grey,Rough,Eco-Friendly,Minimalist,2494,15%,Statement Brooch,Kiara Advani,Winter,2025,No,4.8
MTR10231,Slim Fit Sneakers,Bottomwear,Scarves,U.S. Polo Assn.,Unisex,"XS, S, M, L",Red,Rough,Standard,Boho,1530,20%,Leather Belt,None,Summer,2023,No,3.9
MTR10232,Sporty T-Shirt,Topwear,T-Shirt,Puma,Unisex,"M, L, XL",Beige,Matte,Recycled,Athleisure,5679,20%,Sunglasses,Virat Kohli,Winter,2023,No,3.7
MTR10233,Casual Jeans,Winterwear,Tracks,Puma,Unisex,"M, L, XL",Pink,Textured,Eco-Friendly,Streetwear,3205,25%,Leather Belt,Deepika Padukone,Winter,2024,Yes,4.4
MTR10234,Sporty Blazers,Topwear,Sneakers,Allen Solly,Men,"XS, S, M, L",Pastel Green,Glossy,Eco-Friendly,Athleisure,1830,15%,Watch,Deepika Padukone,All Season,2023,No,4.8
MTR10235,Basic Sandals,Winterwear,Sandals,Levi’s,Men,"S, M, L, XL",Navy Blue,Glossy,Standard,Athleisure,3300,10%,Leather Belt,None,Summer,2025,No,4.2
MTR10236,Casual Blazers,Winterwear,Hoodies,Biba,Unisex,UK 6–11,Pastel Green,Soft,Premium,Minimalist,3338,10%,Statement Brooch,Ranveer Singh,All Season,2024,No,4.1
MTR10237,Basic Tracks,Bottomwear,Blazers,U.S. Polo Assn.,Men,"S, M, L, XL",Pink,Smooth,Recycled,Athleisure,650,15%,Cap,Kiara Advani,Winter,2023,No,4.2
MTR10238,Printed Hoodies,Winterwear,Jeans,U.S. Polo Assn.,Men,Free Size,Olive,Glossy,Premium,Athleisure,2636,15%,Leather Belt,None,Summer,2024,Yes,4.1
MTR10239,Basic Tracks,Winterwear,Blazers,Roadster,Women,"M, L, XL",Pink,Soft,Recycled,Streetwear,583,30%,Sports Socks,None,Winter,2025,Yes,4.0
MTR10240,Printed Blazers,Ethnic,Hoodies,Levi’s,Unisex,UK 6–11,Navy Blue,Textured,Recycled,Streetwear,1975,10%,Watch,Deepika Padukone,Summer,2025,Yes,4.4
MTR10241,Graphic T-Shirt,Winterwear,Shirts,Levi’s,Men,Free Size,Navy Blue,Textured,Standard,Y2K,4789,10%,Sunglasses,Deepika Padukone,Winter,2024,No,3.9
MTR10242,Sporty Hoodies,Ethnic,Sneakers,Puma,Unisex,UK 6–11,Pastel Green,Soft,Standard,Minimalist,1251,20%,Watch,Deepika Padukone,All Season,2024,Yes,4.1
MTR10243,Graphic Sneakers,Winterwear,Jeans,Biba,Women,UK 6–11,White,Ribbed,Standard,Boho,4738,25%,Leather Belt,None,Summer,2024,Yes,4.5
MTR10244,Slim Fit T-Shirt,Winterwear,Kurtis,Levi’s,Unisex,UK 6–11,Beige,Textured,Recycled,Athleisure,934,15%,Silver Jhumkas,Kareena Kapoor,Summer,2025,No,3.5
MTR10245,Formal Blazers,Bottomwear,Jeans,H&M,Unisex,UK 6–11,Beige,Smooth,Recycled,Streetwear,4691,15%,Cap,Kiara Advani,All Season,2024,Yes,4.4
MTR10246,Printed Kurtis,Footwear,Tracks,Levi’s,Men,UK 6–11,Yellow,Matte,Premium,Minimalist,856,10%,Watch,Kiara Advani,All Season,2023,Yes,4.9
MTR10247,Slim Fit Blazers,Accessories,Shirts,Nike,Women,"M, L, XL",Black,Textured,Recycled,Retro,541,15%,Leather Belt,Ranveer Singh,Summer,2023,No,4.0
MTR10248,Printed Scarves,Winterwear,T-Shirt,Adidas,Unisex,UK 6–11,Grey,Textured,Recycled,Boho,4529,25%,Statement Brooch,Kiara Advani,Winter,2023,Yes,3.8
MTR10249,Floral Blazers,Winterwear,Jeans,Allen Solly,Unisex,UK 6–11,Grey,Textured,Eco-Friendly,Minimalist,2080,30%,Watch,Virat Kohli,Winter,2025,No,4.0
MTR10250,Graphic Kurtis,Accessories,Hoodies,Allen Solly,Women,"XS, S, M, L",Navy Blue,Matte,Standard,Y2K,4626,30%,Silver Jhumkas,Deepika Padukone,All Season,2025,No,3.9
MTR10251,Printed Hoodies,Ethnic,T-Shirt,U.S. Polo Assn.,Men,"XS, S, M, L",Pink,Rough,Eco-Friendly,Boho,1418,30%,Leather Belt,Deepika Padukone,All Season,2025,Yes,4.6
MTR10252,Sporty Blazers,Ethnic,Hoodies,Puma,Unisex,"M, L, XL",Grey,Rough,Premium,Minimalist,2219,30%,Watch,Kiara Advani,Summer,2025,Yes,4.5
MTR10253,Floral Sandals,Accessories,Kurtis,Allen Solly,Unisex,UK 6–11,White,Smooth,Eco-Friendly,Streetwear,891,25%,Watch,None,Summer,2023,No,4.2
MTR10254,Graphic Scarves,Bottomwear,Jeans,Puma,Men,"M, L, XL",Red,Textured,Standard,Minimalist,5182,20%,Watch,Kareena Kapoor,All Season,2023,Yes,3.8
MTR10255,Printed Scarves,Bottomwear,T-Shirt,H&M,Unisex,Free Size,Beige,Rough,Recycled,Retro,3398,15%,Sunglasses,Kareena Kapoor,Summer,2023,Yes,4.1
MTR10256,Formal Tracks,Topwear,Kurtis,Biba,Unisex,Free Size,Black,Glossy,Standard,Boho,1427,10%,Silver Jhumkas,Ranveer Singh,Winter,2023,No,3.9
MTR10257,Sporty Shirts,Ethnic,Kurtis,Biba,Women,"M, L, XL",Beige,Rough,Standard,Y2K,2847,20%,Statement Brooch,Kiara Advani,Winter,2024,No,4.6
MTR10258,Formal Hoodies,Winterwear,Sneakers,Zara,Unisex,"M, L, XL",Olive,Soft,Premium,Minimalist,5132,20%,Cap,Virat Kohli,Winter,2023,No,3.6
MTR10259,Slim Fit Scarves,Ethnic,Kurtis,Biba,Women,"M, L, XL",Navy Blue,Rough,Premium,Athleisure,2643,30%,Cap,Ranveer Singh,Summer,2023,No,4.4
MTR10260,Printed Jeans,Winterwear,Blazers,Adidas,Men,"XS, S, M, L",Pastel Green,Soft,Eco-Friendly,Athleisure,2836,30%,Statement Brooch,None,Winter,2024,No,4.1
MTR10261,Basic Scarves,Winterwear,Tracks,Roadster,Men,Free Size,Grey,Soft,Eco-Friendly,Y2K,5964,20%,Leather Belt,None,All Season,2024,No,4.7
MTR10262,Graphic Blazers,Winterwear,Tracks,H&M,Men,Free Size,White,Textured,Premium,Athleisure,2474,20%,Silver Jhumkas,Ranveer Singh,Summer,2024,No,3.5
MTR10263,Slim Fit Shirts,Accessories,Blazers,U.S. Polo Assn.,Women,"S, M, L, XL",Olive,Ribbed,Standard,Y2K,1691,25%,Cap,Kareena Kapoor,Winter,2025,Yes,4.6
MTR10264,Casual Jeans,Accessories,Blazers,Puma,Unisex,UK 6–11,Olive,Smooth,Premium,Minimalist,4303,15%,Watch,None,Summer,2024,No,4.4
MTR10265,Graphic Shirts,Winterwear,Sandals,Levi’s,Women,"M, L, XL",Olive,Rough,Eco-Friendly,Y2K,5025,20%,Leather Belt,Virat Kohli,Winter,2023,Yes,4.5
MTR10266,Sporty Hoodies,Ethnic,Hoodies,Zara,Women,"XS, S, M, L",Yellow,Soft,Recycled,Boho,5998,15%,Statement Brooch,Ranveer Singh,All Season,2023,No,4.6
MTR10267,Sporty T-Shirt,Bottomwear,Shirts,Biba,Women,"XS, S, M, L",Pink,Smooth,Premium,Athleisure,2646,20%,Leather Belt,Deepika Padukone,Summer,2025,No,4.7
MTR10268,Casual Jeans,Footwear,Kurtis,Nike,Women,Free Size,Red,Smooth,Eco-Friendly,Y2K,1230,20%,Leather Belt,Virat Kohli,All Season,2024,Yes,4.3
MTR10269,Graphic Sneakers,Accessories,Jeans,Levi’s,Women,"XS, S, M, L",Pink,Matte,Eco-Friendly,Y2K,4062,30%,Watch,Virat Kohli,All Season,2024,Yes,3.5
MTR10270,Basic Scarves,Footwear,Sandals,Levi’s,Men,"XS, S, M, L",Olive,Rough,Eco-Friendly,Streetwear,3282,15%,Watch,Deepika Padukone,Winter,2024,No,3.9
MTR10271,Basic Kurtis,Bottomwear,Tracks,Adidas,Unisex,"S, M, L, XL",Navy Blue,Textured,Eco-Friendly,Streetwear,2107,10%,Leather Belt,None,All Season,2023,Yes,3.6
MTR10272,Casual T-Shirt,Footwear,Kurtis,Allen Solly,Men,"XS, S, M, L",Pink,Smooth,Premium,Athleisure,3195,25%,Leather Belt,Deepika Padukone,All Season,2025,Yes,3.8
MTR10273,Formal Tracks,Ethnic,Jeans,Zara,Unisex,"S, M, L, XL",White,Glossy,Premium,Athleisure,3783,30%,Sports Socks,Kiara Advani,Winter,2023,Yes,4.8
MTR10274,Casual Shirts,Footwear,Sneakers,Puma,Men,"M, L, XL",Pink,Rough,Eco-Friendly,Athleisure,2256,25%,Silver Jhumkas,Kareena Kapoor,All Season,2024,No,3.8
MTR10275,Formal Shirts,Footwear,Kurtis,Levi’s,Men,"XS, S, M, L",Yellow,Ribbed,Standard,Minimalist,3296,15%,Sports Socks,Kiara Advani,Summer,2024,No,3.8
MTR10276,Sporty Blazers,Ethnic,Sandals,Roadster,Women,"M, L, XL",Olive,Matte,Recycled,Streetwear,4156,20%,Sports Socks,Kareena Kapoor,All Season,2024,No,4.6
MTR10277,Graphic Scarves,Accessories,Jeans,Allen Solly,Unisex,Free Size,Pink,Textured,Standard,Boho,4600,15%,Leather Belt,None,Winter,2023,Yes,4.0
MTR10278,Floral Blazers,Bottomwear,Hoodies,H&M,Men,"S, M, L, XL",Black,Smooth,Recycled,Retro,3202,15%,Silver Jhumkas,Kareena Kapoor,Summer,2023,Yes,4.2
MTR10279,Basic Tracks,Topwear,T-Shirt,H&M,Unisex,Free Size,Pastel Green,Soft,Eco-Friendly,Minimalist,3392,30%,Leather Belt,Virat Kohli,Winter,2024,Yes,4.5
MTR10280,Slim Fit Sandals,Ethnic,Tracks,Puma,Women,"S, M, L, XL",Beige,Smooth,Recycled,Athleisure,4035,25%,Statement Brooch,Kiara Advani,All Season,2023,Yes,4.9
MTR10281,Casual Kurtis,Accessories,Sandals,Roadster,Men,Free Size,Beige,Ribbed,Recycled,Streetwear,3167,10%,Silver Jhumkas,Deepika Padukone,Winter,2025,No,4.8
